speaker_id,filename,task,duration_delta,significant_diff
001PD,001PD_S1_DDK1.wav,ddk,0.7243749999999998,False
001PD,001PD_S1_DDK2.wav,ddk,1.8951666666666673,False
001PD,001PD_S1_DDK3.wav,ddk,2.4586249999999996,False
002PD,002PD_S1_DDK1.wav,ddk,3.1089583333333337,False
002PD,002PD_S1_DDK2.wav,ddk,2.094208333333333,True
002PD,002PD_S1_DDK3.wav,ddk,0.781791666666666,False
003PD,003PD_S1_DDK1.wav,ddk,1.3710416666666665,False
003PD,003PD_S1_DDK2.wav,ddk,0.31441666666666634,False
003PD,003PD_S1_DDK3.wav,ddk,0.27445833333333347,False
004PD,004PD_S1_DDK1.wav,ddk,1.4617500000000003,False
004PD,004PD_S1_DDK2.wav,ddk,0.9831666666666667,False
004PD,004PD_S1_DDK3.wav,ddk,0.6872083333333334,False
005PD,005PD_S1_DDK1.wav,ddk,0.5827499999999999,False
005PD,005PD_S1_DDK2.wav,ddk,0.19020833333333353,False
005PD,005PD_S1_DDK3.wav,ddk,0.011666666666666714,False
006PD,006PD_S1_DDK1.wav,ddk,1.23175,False
006PD,006PD_S1_DDK2.wav,ddk,0.7177499999999997,False
006PD,006PD_S1_DDK3.wav,ddk,0.5453749999999999,False
007PD,007PD_S1_DDK1.wav,ddk,0.22299999999999898,False
007PD,007PD_S1_DDK2.wav,ddk,0.11187500000000039,False
007PD,007PD_S1_DDK3.wav,ddk,0.05224999999999991,False
008PD,008PD_S1_DDK1.wav,ddk,1.2749583333333332,False
008PD,008PD_S1_DDK2.wav,ddk,0.9866250000000001,False
008PD,008PD_S1_DDK3.wav,ddk,1.1891249999999998,False
009PD,009PD_S1_DDK1.wav,ddk,1.1851250000000002,False
009PD,009PD_S1_DDK2.wav,ddk,2.4784999999999995,False
009PD,009PD_S1_DDK3.wav,ddk,2.6044583333333327,False
010PD,010PD_S1_DDK1.wav,ddk,1.6730833333333335,False
010PD,010PD_S1_DDK2.wav,ddk,1.163666666666666,False
010PD,010PD_S1_DDK3.wav,ddk,1.101916666666666,False
