speaker_id,filename,task,duration_delta,significant_diff
001PD,001PD_S1_DDK1.wav,ddk,1.299375,False
001PD,001PD_S1_DDK2.wav,ddk,0.12983333333333302,False
001PD,001PD_S1_DDK3.wav,ddk,0.1586249999999998,False
002PD,002PD_S1_DDK1.wav,ddk,1.308958333333334,False
002PD,002PD_S1_DDK2.wav,ddk,1.0442083333333332,False
002PD,002PD_S1_DDK3.wav,ddk,0.38179166666666653,False
003PD,003PD_S1_DDK1.wav,ddk,0.7210416666666664,False
003PD,003PD_S1_DDK2.wav,ddk,0.8355833333333336,False
003PD,003PD_S1_DDK3.wav,ddk,0.24945833333333356,False
004PD,004PD_S1_DDK1.wav,ddk,0.06325000000000003,False
004PD,004PD_S1_DDK2.wav,ddk,0.15816666666666657,False
004PD,004PD_S1_DDK3.wav,ddk,0.13779166666666676,False
005PD,005PD_S1_DDK1.wav,ddk,0.3827499999999997,False
005PD,005PD_S1_DDK2.wav,ddk,0.034791666666666554,False
005PD,005PD_S1_DDK3.wav,ddk,0.4116666666666666,False
006PD,006PD_S1_DDK1.wav,ddk,0.006750000000000256,False
006PD,006PD_S1_DDK2.wav,ddk,0.4427500000000002,False
006PD,006PD_S1_DDK3.wav,ddk,0.17037499999999994,False
007PD,007PD_S1_DDK1.wav,ddk,0.548,False
007PD,007PD_S1_DDK2.wav,ddk,0.26187499999999986,False
007PD,007PD_S1_DDK3.wav,ddk,0.0022500000000000853,False
008PD,008PD_S1_DDK1.wav,ddk,0.22504166666666636,False
008PD,008PD_S1_DDK2.wav,ddk,0.6133749999999996,False
008PD,008PD_S1_DDK3.wav,ddk,0.08587500000000015,False
009PD,009PD_S1_DDK1.wav,ddk,0.9101249999999999,False
009PD,009PD_S1_DDK2.wav,ddk,1.9784999999999995,False
009PD,009PD_S1_DDK3.wav,ddk,2.629458333333333,True
010PD,010PD_S1_DDK1.wav,ddk,2.698083333333334,False
010PD,010PD_S1_DDK2.wav,ddk,1.238666666666667,False
010PD,010PD_S1_DDK3.wav,ddk,1.1519166666666667,False
011PD,011PD_S1_DDK1.wav,ddk,0.27012500000000017,False
011PD,011PD_S1_DDK2.wav,ddk,0.26820833333333294,False
011PD,011PD_S1_DDK3.wav,ddk,0.023125000000000284,False
012PD,012PD_S1_DDK1.wav,ddk,0.07050000000000001,False
012PD,012PD_S1_DDK2.wav,ddk,0.17825000000000024,False
012PD,012PD_S1_DDK3.wav,ddk,0.04045833333333326,False
013PD,013PD_S1_DDK1.wav,ddk,0.4808333333333339,False
013PD,013PD_S1_DDK2.wav,ddk,0.32216666666666693,False
013PD,013PD_S1_DDK3.wav,ddk,0.7039166666666663,False
014PD,014PD_S1_DDK1.wav,ddk,0.4910416666666668,False
014PD,014PD_S1_DDK2.wav,ddk,0.1221249999999996,False
014PD,014PD_S1_DDK3.wav,ddk,0.4231666666666669,False
015PD,015PD_S1_DDK1.wav,ddk,0.2380416666666667,False
015PD,015PD_S1_DDK2.wav,ddk,0.15433333333333366,False
015PD,015PD_S1_DDK3.wav,ddk,0.8362499999999997,False
016PD,016PD_S1_DDK1.wav,ddk,1.0849166666666665,False
016PD,016PD_S1_DDK2.wav,ddk,0.9352916666666671,False
016PD,016PD_S1_DDK3.wav,ddk,0.3312916666666661,False
017PD,017PD_S1_DDK1.wav,ddk,0.004374999999999574,False
017PD,017PD_S1_DDK2.wav,ddk,0.4829583333333334,False
017PD,017PD_S1_DDK3.wav,ddk,0.5020833333333341,False
018PD,018PD_S1_DDK1.wav,ddk,0.5843333333333334,False
018PD,018PD_S1_DDK2.wav,ddk,1.272708333333333,False
018PD,018PD_S1_DDK3.wav,ddk,0.005333333333333634,False
019PD,019PD_S1_DDK1.wav,ddk,0.756041666666667,False
019PD,019PD_S1_DDK2.wav,ddk,0.16804166666666687,False
019PD,019PD_S1_DDK3.wav,ddk,0.08058333333333367,False
020PD,020PD_S1_DDK1.wav,ddk,0.2686666666666664,False
020PD,020PD_S1_DDK2.wav,ddk,0.9669166666666671,False
020PD,020PD_S1_DDK3.wav,ddk,1.154,False
021PD,021PD_S1_DDK1.wav,ddk,0.2814999999999994,False
021PD,021PD_S1_DDK2.wav,ddk,0.3244583333333333,False
021PD,021PD_S1_DDK3.wav,ddk,0.08408333333333351,False
022PD,022PD_S1_DDK1.wav,ddk,0.8104583333333331,False
022PD,022PD_S1_DDK2.wav,ddk,0.19687500000000036,False
022PD,022PD_S1_DDK3.wav,ddk,0.22408333333333275,False
023PD,023PD_S1_DDK1.wav,ddk,0.4354583333333333,False
023PD,023PD_S1_DDK2.wav,ddk,0.1928749999999999,False
023PD,023PD_S1_DDK3.wav,ddk,0.5048749999999997,False
024PD,024PD_S1_DDK1.wav,ddk,0.3917916666666672,False
024PD,024PD_S1_DDK2.wav,ddk,0.026416666666666977,False
024PD,024PD_S1_DDK3.wav,ddk,0.026333333333333542,False
025PD,025PD_S1_DDK1.wav,ddk,1.5713749999999997,False
025PD,025PD_S1_DDK2.wav,ddk,0.7504166666666663,False
025PD,025PD_S1_DDK3.wav,ddk,0.8692500000000001,False
026PD,026PD_S1_DDK1.wav,ddk,0.9681250000000001,False
026PD,026PD_S1_DDK2.wav,ddk,0.5635833333333333,False
026PD,026PD_S1_DDK3.wav,ddk,0.4739166666666663,False
027PD,027PD_S1_DDK1.wav,ddk,0.8924166666666666,False
027PD,027PD_S1_DDK2.wav,ddk,0.18574999999999964,False
027PD,027PD_S1_DDK3.wav,ddk,1.0004583333333326,False
